pass_id,sat_id,pass_num,timestamp,duration_min,orbital_mode,ground_station,battery_voltage,solar_current,power_bus_voltage,battery_soc,battery_temp,obc_temp,solar_panel_temp,attitude_error,angular_velocity,wheel_speed,rssi,ber,link_margin,cpu_usage,memory_usage,uptime_sec,error_count,operator_note,scenario_name
PASS-1184,SAT-2014,4,2026-06-30T15:30:00Z,9.02,eclipse,GS-KIRUNA,25.73,0.026,5.06,79.02,21.4,25.7,-53.7,0.201,0.099,1127,-70.4,4.96E-07,10.4,41.7,46,118470.3,0,Solar current is zero in shadow. Discharging battery.,Nominal Operations
PASS-1185,SAT-2014,5,2026-06-30T17:00:00Z,10.08,eclipse,GS-PERTH,25.53,0.021,5.05,80.36,21.8,28.5,-52.4,0.174,0.099,1148,-69.6,3.36E-07,8.9,41.8,45.1,124475.1,0,"Eclipse entry, solar current zeroed as expected.",Nominal Operations
PASS-1186,SAT-2014,6,2026-06-30T18:30:00Z,10.99,transition,GS-ADELAIDE,26.65,1.91,5.07,88.43,21,27.2,11.4,0.155,0.114,1069,-69.9,2.62E-07,10.9,43.6,45.2,130534.5,0,"Transition mode, power bus voltage stable.",Nominal Operations
PASS-1187,SAT-2014,7,2026-06-30T20:00:00Z,10.94,sunlight,GS-MASPALOMAS,28,4.39,5.02,93.87,21.9,28.7,67.7,0.19,0.097,1041,-70.2,3.00E-07,9.7,43.2,46.3,136590.9,0,Nominal sunlight pass. Battery SOC recovering.,Nominal Operations
PASS-1188,SAT-2014,8,2026-06-30T21:30:00Z,10.5,sunlight,GS-ADELAIDE,28.37,4.78,5.04,96.06,22.5,31.5,68,0.182,0.084,1060,-70.7,4.82E-07,10.3,44.8,46.6,142620.9,0,Nominal sunlight pass. Battery SOC recovering.,Nominal Operations
PASS-1189,SAT-2014,9,2026-06-30T23:00:00Z,9.94,transition,GS-KIRUNA,26.65,1.94,5.03,89.53,22,28.9,11.9,0.183,0.081,1063,-70,8.54E-08,10.5,42.5,48.3,148617.3,0,"Penumbra entry, solar current declining.",Nominal Operations
PASS-1190,SAT-2014,10,2026-07-01T00:30:00Z,10.69,eclipse,GS-KIRUNA,25.7,0.022,5.03,79.5,21.7,31.5,-54.1,0.207,0.087,1130,-69.6,3.97E-07,8.8,40.7,49.4,154658.7,0,Battery draw within predicted eclipse profile.,Nominal Operations
PASS-1191,SAT-2015,1,2026-06-30T11:30:00Z,10.35,sunlight,GS-MASPALOMAS,25.96,4.16,5.03,65.1,22.2,27.8,64.4,0.25,0.119,-1102,-74.9,3.70E-07,10.2,30.3,49.2,396204,0,"Acquisition of signal successful, subsystems in nominal sunlight state.",Nominal Operations
PASS-1192,SAT-2015,2,2026-06-30T13:00:00Z,10.29,sunlight,GS-GSOC,25.71,4.33,5.03,60.5,20.4,28.6,71.2,0.257,0.124,-1122,-76.1,2.56E-07,10,33.8,48.9,402221.4,0,All solar panels generating power. Charging battery.,Nominal Operations
PASS-1193,SAT-2015,3,2026-06-30T14:30:00Z,10.85,transition,GS-PERTH,25.41,1.65,4.99,55.3,19.6,30.5,12.2,0.271,0.119,-1126,-75.2,1.82E-07,9.3,31.5,50.1,408272.4,0,"Transitioning to sunlight, solar array output rising.",Nominal Operations
PASS-1194,SAT-2015,4,2026-06-30T16:00:00Z,8.66,eclipse,GS-KIRUNA,25.11,0.019,5.03,50.3,21.4,28.9,-60.5,0.265,0.112,-1163,-76,1.71E-08,10.9,31.5,47.7,414192,0,No solar array output. Battery voltage stable.,Nominal Operations
PASS-1195,SAT-2015,5,2026-06-30T17:30:00Z,10.38,eclipse,GS-GSOC,24.75,0.018,5.04,45.3,21.2,23.6,-52,0.242,0.12,-1143,-75.7,1.05E-07,11,29,49.1,420214.8,0,"Orbital shadow, EPS on battery draw only.",Nominal Operations
PASS-1196,SAT-2015,6,2026-06-30T19:00:00Z,10.16,transition,GS-PERTH,24.52,1.72,5.06,41.1,23.4,24.5,-0.3,0.19,0.127,-1074,-74.4,3.30E-08,11.3,30.7,50.2,426224.4,0,Linear decline in battery voltage observed. EPS team notified.,Voltage Drift Trend
PASS-1197,SAT-2015,7,2026-06-30T20:30:00Z,10.8,sunlight,GS-GSOC,24.21,4.26,4.99,36.3,21.2,31.1,70,0.156,0.121,-1103,-75.2,4.62E-07,12.6,31.6,51.2,432272.4,0,Linear decline in battery voltage observed. EPS team notified.,Voltage Drift Trend
PASS-1198,SAT-2015,8,2026-06-30T22:00:00Z,11.48,sunlight,GS-PERTH,23.89,4.52,5.07,31.4,24,29.5,67.5,0.164,0.116,-1151,-73.5,2.66E-07,10.1,32.8,50.4,438361.2,0,Battery voltage at 23.89V has crossed the 24V caution line. Preparing dump commands.,Voltage Warning (Yellow)
PASS-1199,SAT-2015,9,2026-06-30T23:30:00Z,11.49,transition,GS-ADELAIDE,23.56,2.11,5,26.9,20.2,27.6,20.3,0.203,0.101,-1164,-71.1,2.89E-07,9.4,31,50.7,444450.6,0,Battery voltage at 23.56V has crossed the 24V caution line. Preparing dump commands.,Voltage Warning (Yellow)
PASS-1200,SAT-2015,10,2026-07-01T01:00:00Z,9.26,eclipse,GS-SVALBARD,23.27,0.02,5,21.4,20.1,27.3,-59.4,0.209,0.108,-1173,-71.5,9.95E-08,9.9,30.6,50.9,450406.2,0,Battery voltage at 23.27V has crossed the 24V caution line. Preparing dump commands.,Voltage Warning (Yellow)
PASS-1201,SAT-2016,1,2026-06-30T00:00:00Z,9.26,sunlight,GS-GSOC,28.36,4.55,5.05,95.22,21.6,30.6,69,0.216,0.082,-1261,-75.6,1.60E-07,12.2,35.9,46.9,119451.9,0,Battery fully charged. Solar array output nominal.,Nominal Operations
PASS-1202,SAT-2016,2,2026-06-30T01:30:00Z,8.7,sunlight,GS-GSOC,28.21,4.77,5,93.71,20.6,30.5,66.8,0.258,0.097,-1338,-73.4,3.43E-07,11.1,35.7,47.9,125373.9,0,Solar array output stable. Bus voltage nominal.,Nominal Operations
PASS-1203,SAT-2016,3,2026-06-30T03:00:00Z,11.49,transition,GS-SVALBARD,26.74,1.74,5.05,85.89,19.3,25.9,20.1,0.264,0.11,-1269,-73.8,1.93E-07,10.1,36.4,47.7,131463.3,0,Orbit penumbra exit. Normal tracking lock.,Nominal Operations
PASS-1204,SAT-2016,4,2026-06-30T04:30:00Z,8.89,eclipse,GS-SVALBARD,25.49,0.015,5.06,78.97,23.2,26,-56.5,0.295,0.098,-1315,-73.1,4.00E-07,10.9,37.6,47.7,137396.7,0,No solar array output. Battery voltage stable.,Nominal Operations
PASS-1205,SAT-2016,5,2026-06-30T06:00:00Z,10.8,eclipse,GS-MASPALOMAS,25.27,0.012,5,77.95,21.6,27.1,-51,0.278,0.107,-1255,-72.5,8.19E-08,10.8,37,48.1,143444.7,0,Satellite in eclipse. Power subsystem performing within specs.,Nominal Operations
PASS-1206,SAT-2016,6,2026-06-30T07:30:00Z,8.66,transition,GS-MASPALOMAS,26.83,1.82,5.01,91.32,20.9,28.7,11.6,0.275,0.111,-1313,-71.7,7.45E-08,10.2,38.8,48.9,149364.3,0,"Entering eclipse transition, solar current decreasing.",Nominal Operations
PASS-1207,SAT-2016,7,2026-06-30T09:00:00Z,10.29,sunlight,GS-MASPALOMAS,28.14,4.61,5.07,94.8,21.5,30.1,69,0.267,0.117,-1306,-71.5,2.36E-07,10.8,37.5,51.4,155381.7,0,Solar array output stable. Bus voltage nominal.,Nominal Operations
PASS-1208,SAT-2016,8,2026-06-30T10:30:00Z,11.3,sunlight,GS-KIRUNA,28.27,4.58,4.99,95.94,24.1,28.7,69.8,0.295,0.116,-1367,-72.4,4.72E-07,9.8,39.1,52.9,161459.7,0,"Sunlight operations stable, EPS performing well.",Nominal Operations
PASS-1209,SAT-2016,9,2026-06-30T12:00:00Z,8.9,transition,GS-PERTH,26.81,1.86,4.98,85.85,22.4,23.7,15.1,0.29,0.106,-1367,-72.8,3.02E-07,9.2,39.1,53.1,167393.7,0,Leaving shadow. Solar array beginning to generate power.,Nominal Operations
PASS-1210,SAT-2016,10,2026-06-30T13:30:00Z,10.95,eclipse,GS-PERTH,25.6,0.011,4.98,80.14,18.5,29.7,-58.3,0.316,0.092,-1365,-72.9,3.68E-08,11,39.1,53.1,173450.7,0,"Eclipse pass, thermal subsystem maintaining temperature.",Nominal Operations
PASS-1211,SAT-2017,1,2026-06-30T00:30:00Z,11.29,sunlight,GS-GSOC,28.04,4.57,5.02,96.11,21.9,29.7,71,0.266,0.118,-1308,-71.7,3.16E-07,11.2,37.8,49.9,361941.8,0,"Solar panel current normal, battery charging.",Nominal Operations
PASS-1212,SAT-2017,2,2026-06-30T02:00:00Z,10.91,sunlight,GS-PERTH,28.37,4.67,5.02,95.2,23.1,30.2,68.1,0.253,0.113,-1381,-71.3,3.93E-07,10.3,39.3,48.2,367996.4,0,All solar panels generating power. Charging battery.,Nominal Operations
PASS-1213,SAT-2017,3,2026-06-30T03:30:00Z,8.79,transition,GS-PERTH,27.03,1.94,5.03,88.17,21.8,28.2,4.4,0.236,0.113,-1431,-71.1,4.06E-07,10.5,38.4,47,373923.8,0,Orbit transition phase. Subsystem parameters adjusting.,Nominal Operations
PASS-1214,SAT-2017,4,2026-06-30T05:00:00Z,9.49,eclipse,GS-SVALBARD,25.69,0.018,4.98,80.25,20.5,30,-55.4,0.202,0.112,-1393,-71.3,6.66E-08,10.5,36.7,45.5,379893.2,0,"Eclipse entry, solar current zeroed as expected.",Nominal Operations
PASS-1215,SAT-2017,5,2026-06-30T06:30:00Z,10.96,eclipse,GS-ADELAIDE,25.52,0.026,5.01,82.98,24.4,31.3,-52,0.243,0.111,-1441,-72.1,2.07E-07,10.8,35.2,47.3,385950.8,0,"Eclipse pass, SoC trending down as modelled.",Nominal Operations
PASS-1216,SAT-2017,6,2026-06-30T08:00:00Z,9.63,eclipse,GS-PERTH,26.04,0.01,5.03,75,22.5,26.7,-46.6,0.246,0.108,-1440,-72.2,3.18E-07,9.9,38.7,48.9,391928.6,0,"Eclipse duration elevated. Battery drawing down to 26.04V, monitoring charge curve.",Eclipse Stress
PASS-1217,SAT-2017,7,2026-06-30T09:30:00Z,11.16,eclipse,GS-SVALBARD,25.52,0.01,5.04,69,22.8,29.8,-54.4,0.257,0.11,-1451,-72.1,2.97E-07,11.8,39,49.6,397998.2,0,"Eclipse duration elevated. Battery drawing down to 25.52V, monitoring charge curve.",Eclipse Stress
PASS-1218,SAT-2017,8,2026-06-30T11:00:00Z,9.91,eclipse,GS-SVALBARD,25.11,0.01,5.05,63,22.2,26.8,-55.9,0.219,0.106,-1518,-72.3,7.04E-08,10.9,37.8,49.6,403992.8,0,"Eclipse duration elevated. Battery drawing down to 25.11V, monitoring charge curve.",Eclipse Stress
PASS-1219,SAT-2017,9,2026-06-30T12:30:00Z,10.24,eclipse,GS-SVALBARD,24.61,0.01,5.05,57,19.9,28.3,-55.8,0.181,0.111,-1477,-71,4.42E-07,9.3,37.6,50.2,410007.2,0,"Eclipse duration elevated. Battery drawing down to 24.61V, monitoring charge curve.",Eclipse Stress
PASS-1220,SAT-2017,10,2026-06-30T14:00:00Z,9.96,eclipse,GS-SVALBARD,24.23,0.01,4.93,51,23,27.5,-52.7,0.198,0.105,-1428,-70.3,3.99E-07,10.6,34.7,49.8,416004.8,0,"Eclipse duration elevated. Battery drawing down to 24.23V, monitoring charge curve.",Eclipse Stress
PASS-1221,SAT-2018,1,2026-06-30T01:00:00Z,9.16,sunlight,GS-SVALBARD,28.1,4.6,5.02,94.07,24.5,26.2,60.2,0.344,0.128,-1157,-74.2,1.05E-08,10.2,37,45.9,212366.7,0,All solar panels generating power. Charging battery.,Nominal Operations
PASS-1222,SAT-2018,2,2026-06-30T02:30:00Z,8.57,sunlight,GS-PERTH,28.27,4.69,5.03,93.82,23,31.1,70.7,0.364,0.11,-1081,-73.7,4.50E-07,10.2,38.3,45.3,218280.9,0,"Acquisition of signal successful, subsystems in nominal sunlight state.",Nominal Operations
PASS-1223,SAT-2018,3,2026-06-30T04:00:00Z,10.29,transition,GS-KIRUNA,26.85,1.68,4.98,85.98,22.6,30.7,4.5,0.376,0.117,-1117,-73.8,2.64E-07,9.9,37.8,45.6,224298.3,0,"Transition pass, checking battery charge switch-over.",Nominal Operations
PASS-1224,SAT-2018,4,2026-06-30T05:30:00Z,9.47,eclipse,GS-KIRUNA,25.54,0.022,5.05,76.24,23.3,25.8,-49.7,0.376,0.123,-1180,-87.5,2.00E-07,6,38.6,44.9,230266.5,0,Acquisition link signal weak at -87.5 dBm. Bit errors remain nominal.,Comms Marginal
PASS-1225,SAT-2018,5,2026-06-30T07:00:00Z,11.41,eclipse,GS-PERTH,25.62,0.016,4.96,77.69,19.6,26.7,-53.3,0.353,0.13,-1130,-90.7,1.26E-06,4.8,37.5,45,236351.1,0,Comms subsystem experiencing elevated noise floor.,Comms Degradation
PASS-1226,SAT-2018,6,2026-06-30T08:30:00Z,11.3,transition,GS-GSOC,26.63,1.98,5,87.96,22.9,27.5,10.1,0.343,0.121,-1092,-94.8,7.96E-06,3.6,37.5,45,242429.1,0,"Link quality declining, RSSI low, BER elevated.",Comms Degradation
PASS-1227,SAT-2018,7,2026-06-30T10:00:00Z,8.72,sunlight,GS-GSOC,28.18,4.74,5,94.68,21.4,30.2,67.9,0.351,0.108,-1046,-97.4,5.02E-05,2.4,34.7,46.5,248352.3,0,Comms link marginal. Signal dropouts observed near horizon.,Comms Degradation
PASS-1228,SAT-2018,8,2026-06-30T11:30:00Z,11.08,sunlight,GS-PERTH,28.32,4.13,5.01,94.32,20.8,27.5,72.8,0.371,0.103,-1080,-100.1,0.000317,1.2,37.9,48.1,254417.1,0,Link quality failed: BER at 3.2e-04 with RSSI -100.1 dBm. telemetry frames corrupt.,Hard Limit Breach (BER)
PASS-1229,SAT-2018,9,2026-06-30T13:00:00Z,8.84,transition,GS-SVALBARD,26.95,1.83,5.03,85.58,23.4,27.2,13.5,0.447,0.117,-1144,-102.9,0.002,0.5,35.5,48.3,260347.5,0,Link quality failed: BER at 2.0e-03 with RSSI -102.9 dBm. telemetry frames corrupt.,Hard Limit Breach (BER)
PASS-1230,SAT-2018,10,2026-06-30T14:30:00Z,10.74,eclipse,GS-GSOC,25.45,0.025,5.03,79.5,20.6,28.6,-59,0.422,0.124,-1079,-106.1,0.0126,0.5,37.2,47.4,266391.9,0,Link quality failed: BER at 1.3e-02 with RSSI -106.1 dBm. telemetry frames corrupt.,Hard Limit Breach (BER)
PASS-1231,SAT-2019,1,2026-06-30T01:30:00Z,8.6,sunlight,GS-ADELAIDE,27.97,4.59,5.02,94.1,21.2,31.4,64.3,0.359,0.1,-1156,-71.5,3.18E-07,9.8,34.1,51.6,404479.5,0,All systems healthy in sunlit portion of the orbit.,Nominal Operations
PASS-1232,SAT-2019,2,2026-06-30T03:00:00Z,10.6,sunlight,GS-PERTH,28.32,4.63,5,94.84,20.5,25.8,71.6,0.342,0.1,-1166,-72.2,2.03E-07,9.6,34.4,52.7,410515.5,0,Battery fully charged. Solar array output nominal.,Nominal Operations
PASS-1233,SAT-2019,3,2026-06-30T04:30:00Z,11.27,transition,GS-ADELAIDE,26.75,2.12,5.01,85.16,20.4,26.8,9.3,0.388,0.111,-1153,-72.1,1.36E-08,8.4,36.9,52,416591.7,0,"Transition pass, checking battery charge switch-over.",Nominal Operations
PASS-1234,SAT-2019,4,2026-06-30T06:00:00Z,8.89,eclipse,GS-MASPALOMAS,25.42,0.019,5.03,77.89,23.3,28,-52.5,0.43,0.111,-1106,-72.5,4.84E-07,10.1,38.6,49.6,422525.1,0,Satellite in eclipse. Power subsystem performing within specs.,Nominal Operations
PASS-1235,SAT-2019,5,2026-06-30T07:30:00Z,11.49,eclipse,GS-ADELAIDE,25.02,0.021,5.05,65,35.3,29.1,-56.9,0.37,0.113,-1097,-73.2,7.32E-08,10,55,49.5,428614.5,0,Simultaneous deviations on EPS and ADCS. Telemetry under review.,Multi-System Stress
PASS-1236,SAT-2019,6,2026-06-30T09:00:00Z,9.87,transition,GS-GSOC,24.58,1.73,5.03,59.5,37.1,26.3,7.1,0.364,0.104,-1170,-73.2,2.72E-07,11.2,62,51.4,434606.7,0,Simultaneous deviations on EPS and ADCS. Telemetry under review.,Multi-System Stress
PASS-1237,SAT-2019,7,2026-06-30T10:30:00Z,9.96,sunlight,GS-ADELAIDE,24.18,4.5,5.03,54,38.8,26,65.1,0.338,0.106,-1185,-74.5,1.65E-07,10.6,69,50.2,440604.3,0,Multiple subsystems showing stress: EPS and thermal parameters elevated.,Multi-System Stress
PASS-1238,SAT-2019,8,2026-06-30T12:00:00Z,8.52,sunlight,GS-SVALBARD,23.85,4.13,5.08,48.5,39.9,28.1,66.7,0.313,0.114,-1155,-74.6,1.55E-07,10.3,76,49.9,446515.5,0,Multi-system cautions: battery voltage low and CPU usage high.,Multi-System Stress
PASS-1239,SAT-2019,9,2026-06-30T13:30:00Z,9.01,transition,GS-GSOC,23.44,2,5,43,42.3,26.2,13,0.296,0.111,-1115,-73.2,4.90E-08,10.5,83,49.4,452456.1,0,ADCS attitude error and comms BER both elevated.,Multi-System Stress
PASS-1240,SAT-2019,10,2026-06-30T15:00:00Z,9.85,eclipse,GS-MASPALOMAS,23,0.015,5.01,37.5,43.7,31.3,-52.6,0.328,0.132,-1175,-73.4,4.46E-07,11.2,90,49.5,458447.1,0,ADCS attitude error and comms BER both elevated.,Multi-System Stress
PASS-1241,SAT-2020,1,2026-06-30T02:00:00Z,9.43,sunlight,GS-ADELAIDE,28.21,4.8,5.03,97.21,21.3,30.7,67.8,0.146,0.134,1063,-71.7,3.47E-07,10.2,39.5,49.3,120017.6,0,Nominal sunlight pass. Battery SOC recovering.,Nominal Operations
PASS-1242,SAT-2020,2,2026-06-30T03:30:00Z,11.31,sunlight,GS-MASPALOMAS,28.12,4.75,5.04,93.88,25.3,27.2,66,0.141,0.12,1022,-72.9,4.88E-07,9.2,38,50,126096.2,0,Nominal sunlight pass. Battery SOC recovering.,Nominal Operations
PASS-1243,SAT-2020,3,2026-06-30T05:00:00Z,10.9,transition,GS-GSOC,26.6,1.96,5,86,20.7,27.7,4.5,0.163,0.114,980,-72.9,2.28E-07,11.4,39.1,50.2,132150.2,0,"Transitioning to sunlight, solar array output rising.",Nominal Operations
PASS-1244,SAT-2020,4,2026-06-30T06:30:00Z,8.97,eclipse,GS-MASPALOMAS,25.17,0.032,4.96,79.01,21.5,29.9,-54.2,0.179,0.135,991,-72.8,1.68E-07,9.4,36.2,50.1,138088.4,0,Battery draw within predicted eclipse profile.,Nominal Operations
PASS-1245,SAT-2020,5,2026-06-30T08:00:00Z,9.84,eclipse,GS-ADELAIDE,25.64,0.022,5.01,78.45,22.9,29.4,-53.8,0.161,0.151,1044,-74.8,2.68E-08,10,37.7,51.8,144078.8,0,"Eclipse pass, SoC trending down as modelled.",Nominal Operations
PASS-1246,SAT-2020,6,2026-06-30T09:30:00Z,9.38,transition,GS-SVALBARD,26.71,1.83,5.03,85.56,20.7,34.2,2.7,0.18,0.146,1070,-73.7,1.65E-07,11.5,36.1,51.6,150041.6,0,Leaving shadow. Solar array beginning to generate power.,Nominal Operations
PASS-1247,SAT-2020,7,2026-06-30T11:00:00Z,8.65,sunlight,GS-SVALBARD,28.14,4.73,5.03,94.95,26.1,28.5,67.3,0.151,0.148,1065,-74.3,2.06E-08,10.7,38.1,49.9,155960.6,0,"Sunlight tracking nominal, EPS fully charged.",Nominal Operations
PASS-1248,SAT-2020,8,2026-06-30T12:30:00Z,10.04,sunlight,GS-KIRUNA,28.18,4.38,5.02,95.85,21.4,29.1,70.6,0.156,0.14,1059,-75.1,2.67E-07,11.3,39.3,49.8,161963,0,"Sunlight tracking nominal, EPS fully charged.",Nominal Operations
PASS-1249,SAT-2020,9,2026-06-30T14:00:00Z,9.51,transition,GS-GSOC,26.95,1.89,5.05,86.4,21.8,27.1,6.4,0.172,0.142,981,-74.7,3.71E-07,12.7,38.2,50.9,167933.6,0,"Transition mode, power bus voltage stable.",Nominal Operations
PASS-1250,SAT-2020,10,2026-06-30T15:30:00Z,11.02,eclipse,GS-KIRUNA,25.35,0.02,4.98,73.96,23.9,29.4,-60.4,0.181,0.156,905,-72.2,3.45E-07,11.2,40.6,52.2,173994.8,0,"Battery discharging during shadow phase, values nominal.",Nominal Operations
PASS-1251,SAT-2021,1,2026-06-30T02:30:00Z,11.4,sunlight,GS-PERTH,26.46,4.38,5.07,68,22.8,25.9,69.9,0.342,0.091,-1178,-71.6,3.13E-07,11.5,38.6,45.5,145792.8,0,All solar panels generating power. Charging battery.,Nominal Operations
PASS-1252,SAT-2021,2,2026-06-30T04:00:00Z,10.93,sunlight,GS-MASPALOMAS,26.16,4.63,4.98,63.5,22.3,27.8,68.2,0.327,0.087,-1231,-73,4.58E-07,10.1,39.4,45.5,151848.6,0,Nominal sunlight pass. Battery SOC recovering.,Nominal Operations
PASS-1253,SAT-2021,3,2026-06-30T05:30:00Z,9.12,transition,GS-KIRUNA,25.76,1.74,5.03,59.5,20.7,30.9,12.7,0.264,0.08,-1261,-74.2,4.58E-07,10.8,38,44.1,157795.8,0,Orbit penumbra exit. Normal tracking lock.,Nominal Operations
PASS-1254,SAT-2021,4,2026-06-30T07:00:00Z,11.34,eclipse,GS-SVALBARD,25.33,0.02,5.03,55.4,20.6,26.8,-57.3,0.258,0.082,-1317,-73.6,7.39E-08,9.6,36.6,43.7,163876.2,0,"Standard eclipse operations, thermal nominal.",Nominal Operations
PASS-1255,SAT-2021,5,2026-06-30T08:30:00Z,9.21,eclipse,GS-SVALBARD,24.99,0.023,5.08,52,22.6,30.1,-49.1,0.258,0.08,-1354,-72.9,3.40E-07,9.8,36.9,44.6,169828.8,0,Monitoring linear discharge trend on battery bus.,Voltage Drift Trend
PASS-1256,SAT-2021,6,2026-06-30T10:00:00Z,11.16,transition,GS-SVALBARD,24.52,1.83,5.04,47.6,20.4,31.9,0.9,0.243,0.085,-1313,-72,4.30E-08,10.8,36.7,43.7,175898.4,0,Voltage slide persistent. Non-critical discharge path suspected.,Voltage Drift Trend
PASS-1257,SAT-2021,7,2026-06-30T11:30:00Z,10.66,sunlight,GS-PERTH,24.21,4.45,4.99,44.3,21.9,29.6,68.5,0.241,0.082,-1364,-71.9,3.19E-07,10.4,35,44.5,181938,0,Voltage lower than baseline. Subsystem health checks running.,Voltage Drift Trend
PASS-1258,SAT-2021,8,2026-06-30T13:00:00Z,10.7,sunlight,GS-KIRUNA,23.73,4.44,5.05,39.9,21.6,26.7,68.1,0.247,0.08,-1377,-72.8,4.65E-07,11.5,36.2,44.7,187980,0,Battery voltage at 23.73V has crossed the 24V caution line. Preparing dump commands.,Voltage Warning (Yellow)
PASS-1259,SAT-2021,9,2026-06-30T14:30:00Z,11.45,transition,GS-GSOC,23.34,1.8,5.03,35.3,20.5,29.9,11.8,0.274,0.082,-1401,-72.4,8.57E-08,10.3,37.1,45.6,194067,0,Battery voltage at 23.34V has crossed the 24V caution line. Preparing dump commands.,Voltage Warning (Yellow)
PASS-1260,SAT-2021,10,2026-06-30T16:00:00Z,11.12,eclipse,GS-KIRUNA,22.95,0.01,4.99,32.2,22.9,26.3,-59.9,0.312,0.089,-1477,-70.7,2.67E-07,11,37.3,44.6,200134.2,0,Battery voltage at 22.95V has crossed the 24V caution line. Preparing dump commands.,Voltage Warning (Yellow)
PASS-1261,SAT-2022,1,2026-06-30T03:00:00Z,9.27,sunlight,GS-PERTH,28.13,4.51,5.01,95.12,22.1,31.8,64.8,0.284,0.114,-1186,-73.7,2.37E-07,11.1,32.9,49.7,400278.1,0,"Acquisition of signal successful, subsystems in nominal sunlight state.",Nominal Operations
PASS-1262,SAT-2022,2,2026-06-30T04:30:00Z,11.2,sunlight,GS-SVALBARD,28.19,4.5,5,95.76,20.6,27.9,66.1,0.276,0.106,-1130,-73.9,1.60E-07,11.9,34.9,48.3,406350.1,0,"Sunlight pass, battery charge rate within predicted models.",Nominal Operations
PASS-1263,SAT-2022,3,2026-06-30T06:00:00Z,11.39,transition,GS-GSOC,26.95,1.94,5.07,89.55,20.2,26.4,14.5,0.309,0.1,-1176,-74,1.96E-08,9.5,33.5,46.9,412433.5,0,Orbit penumbra exit. Normal tracking lock.,Nominal Operations
PASS-1264,SAT-2022,4,2026-06-30T07:30:00Z,11.49,eclipse,GS-KIRUNA,25.56,0.014,5.06,77.89,23.2,29.6,-53.9,0.307,0.103,-1157,-73.5,3.48E-07,10,32.7,46.9,418522.9,0,"Battery discharging during shadow phase, values nominal.",Nominal Operations
PASS-1265,SAT-2022,5,2026-06-30T09:00:00Z,11.31,eclipse,GS-ADELAIDE,25.62,0.017,5.02,78.99,22.4,25.4,-53.5,0.304,0.106,-1193,-70.5,1.36E-07,10.6,32.6,47.1,424601.5,0,"Battery discharging during shadow phase, values nominal.",Nominal Operations
PASS-1266,SAT-2022,6,2026-06-30T10:30:00Z,8.54,transition,GS-PERTH,26.86,1.72,5.04,88.8,23.5,28.7,7.6,0.331,0.103,-1239,-70.3,5.11E-08,9.5,34.3,47.2,430513.9,0,Orbit transition phase. Subsystem parameters adjusting.,Nominal Operations
PASS-1267,SAT-2022,7,2026-06-30T12:00:00Z,10.06,sunlight,GS-PERTH,28.29,4.19,5.03,95.62,23,26.3,68.2,0.361,0.099,-1212,-70.5,2.29E-07,10.8,35.5,47.1,436517.5,0,All solar panels generating power. Charging battery.,Nominal Operations
PASS-1268,SAT-2022,8,2026-06-30T13:30:00Z,10.59,sunlight,GS-GSOC,28.01,4.52,5.04,95.67,22.6,26,68.7,0.372,0.094,-1223,-69.6,4.69E-07,10.5,34.9,47.4,442552.9,0,"Sunlight operations stable, EPS performing well.",Nominal Operations
PASS-1269,SAT-2022,9,2026-06-30T15:00:00Z,9.58,transition,GS-SVALBARD,26.96,1.45,5.06,87.96,20.4,21.6,11.4,0.377,0.096,-1238,-69.6,3.99E-07,8.8,31.8,45.9,448527.7,0,"Penumbra entry, solar current declining.",Nominal Operations
PASS-1270,SAT-2022,10,2026-06-30T16:30:00Z,11.43,eclipse,GS-PERTH,25.54,0.019,5.01,77.38,20.1,29.3,-59.1,0.36,0.097,-1178,-71,1.00E-07,9.8,33.4,44.7,454613.5,0,Solar current is zero in shadow. Discharging battery.,Nominal Operations
PASS-1271,SAT-2023,1,2026-06-30T03:30:00Z,10.25,sunlight,GS-PERTH,28.15,4.56,5.01,95.41,23.3,26.1,71.5,0.28,0.083,-1248,-74.4,4.62E-07,10.7,36.5,47.4,329061.4,0,All solar panels generating power. Charging battery.,Nominal Operations
PASS-1272,SAT-2023,2,2026-06-30T05:00:00Z,8.88,sunlight,GS-PERTH,28.39,4.7,5.02,94.62,22.1,31,65.6,0.268,0.099,-1282,-74,1.88E-08,10.3,35.5,46.6,334994.2,0,All solar panels generating power. Charging battery.,Nominal Operations
PASS-1273,SAT-2023,3,2026-06-30T06:30:00Z,8.84,transition,GS-KIRUNA,26.77,1.67,5,90.11,21.6,28.6,12,0.195,0.124,-1335,-72.7,3.47E-08,12.4,36.3,46.7,340924.6,0,"Transition mode, power bus voltage stable.",Nominal Operations
PASS-1274,SAT-2023,4,2026-06-30T08:00:00Z,10.02,eclipse,GS-KIRUNA,25.58,0.017,5.03,77.45,20.4,26.3,-60.5,0.18,0.125,-1336,-73,3.67E-08,10.5,36.2,46.8,346925.8,0,Solar current is zero in shadow. Discharging battery.,Nominal Operations
PASS-1275,SAT-2023,5,2026-06-30T09:30:00Z,8.53,eclipse,GS-ADELAIDE,26.05,0.01,5.05,75,19.5,27.4,-54.8,0.167,0.134,-1261,-73.6,1.29E-07,10.9,37.7,48.2,352837.6,0,"Eclipse duration elevated. Battery drawing down to 26.05V, monitoring charge curve.",Eclipse Stress
